file,k,dist,tight,seed,opt,method,eps,cost,ratio,evaluated,pruned,ms_min,ms_mean,feasible
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,dp_prune,0.000000,213.381313,1.000000,172,255,0.018746,0.024919,1
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,approx,0.000000,213.381313,1.000000,172,255,0.022412,0.035605,1
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,approx,0.020000,213.381313,1.000000,170,257,0.021710,0.021823,1
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,approx,0.050000,213.381313,1.000000,169,258,0.021461,0.021549,1
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,approx,0.100000,213.381313,1.000000,166,261,0.021300,0.021372,1
instances/k08_sparse_loose_s3.txt,8,sparse,loose,3,213.3813,approx,0.200000,220.659318,1.034108,157,264,0.021390,0.028492,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,brute,0.000000,178.353210,1.000000,40320,0,0.436001,0.504356,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,dp,0.000000,178.353210,1.000000,867,0,0.016310,0.024736,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,dp_par,0.000000,178.353210,1.000000,867,0,0.028263,0.043141,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,dp_prune,0.000000,178.353210,1.000000,215,148,0.020929,0.027542,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,approx,0.000000,178.353210,1.000000,179,162,0.027802,0.034509,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,approx,0.020000,178.353210,1.000000,159,163,0.026450,0.026662,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,approx,0.050000,178.353210,1.000000,130,148,0.024947,0.025196,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,approx,0.100000,178.353210,1.000000,76,113,0.022343,0.037202,1
instances/k08_sparse_loose_s4.txt,8,sparse,loose,4,178.3532,approx,0.200000,178.353210,1.000000,11,41,0.018345,0.018775,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,brute,0.000000,169.390653,1.000000,40320,0,0.380678,0.411993,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,dp,0.000000,169.390653,1.000000,697,0,0.014768,0.020623,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,dp_par,0.000000,169.390653,1.000000,697,0,0.028534,0.047075,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,dp_prune,0.000000,169.390653,1.000000,62,63,0.012614,0.015449,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,approx,0.000000,169.390653,1.000000,61,64,0.023254,0.032834,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,approx,0.020000,169.390653,1.000000,52,63,0.022653,0.022809,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,approx,0.050000,169.390653,1.000000,50,65,0.022542,0.041983,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,approx,0.100000,169.390653,1.000000,36,64,0.022042,0.022491,1
instances/k08_sparse_tight_s0.txt,8,sparse,tight,0,169.3907,approx,0.200000,169.390653,1.000000,16,52,0.021150,0.039336,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,brute,0.000000,262.827553,1.000000,40320,0,0.339329,0.381814,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,dp,0.000000,262.827553,1.000000,613,0,0.012754,0.018022,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,dp_par,0.000000,262.827553,1.000000,613,0,0.030307,0.058218,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,dp_prune,0.000000,262.827553,1.000000,10,37,0.010029,0.012169,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,approx,0.000000,262.827553,1.000000,10,37,0.012834,0.014830,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,approx,0.020000,262.827553,1.000000,10,37,0.012483,0.012518,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,approx,0.050000,262.827553,1.000000,10,37,0.012464,0.012527,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,approx,0.100000,262.827553,1.000000,8,38,0.012614,0.015624,1
instances/k08_sparse_tight_s1.txt,8,sparse,tight,1,262.8276,approx,0.200000,262.827553,1.000000,8,38,0.012534,0.012574,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,brute,0.000000,351.751342,1.000000,40320,0,0.375558,0.415136,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,dp,0.000000,351.751342,1.000000,698,0,0.014267,0.033304,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,dp_par,0.000000,351.751342,1.000000,698,0,0.026850,0.031616,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,dp_prune,0.000000,351.751342,1.000000,12,42,0.010280,0.012203,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,approx,0.000000,351.751342,1.000000,12,42,0.012904,0.014847,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,approx,0.020000,351.751342,1.000000,12,42,0.012563,0.012640,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,approx,0.050000,351.751342,1.000000,12,42,0.012584,0.013247,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,approx,0.100000,351.751342,1.000000,12,42,0.012684,0.012826,1
instances/k08_sparse_tight_s2.txt,8,sparse,tight,2,351.7513,approx,0.200000,351.751342,1.000000,9,42,0.012534,0.012588,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,brute,0.000000,352.856864,1.000000,40320,0,0.392540,0.426055,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,dp,0.000000,352.856864,1.000000,651,0,0.013846,0.019531,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,dp_par,0.000000,352.856864,1.000000,651,0,0.027512,0.038749,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,dp_prune,0.000000,352.856864,1.000000,10,36,0.009989,0.011892,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,approx,0.000000,352.856864,1.000000,10,36,0.012493,0.014562,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,approx,0.020000,352.856864,1.000000,10,36,0.012463,0.012530,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,approx,0.050000,352.856864,1.000000,8,37,0.012344,0.012498,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,approx,0.100000,352.856864,1.000000,8,37,0.012433,0.012502,1
instances/k08_sparse_tight_s3.txt,8,sparse,tight,3,352.8569,approx,0.200000,352.856864,1.000000,7,36,0.012544,0.025564,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,brute,0.000000,212.625794,1.000000,40320,0,0.354618,0.420607,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,dp,0.000000,212.625794,1.000000,649,0,0.013495,0.018591,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,dp_par,0.000000,212.625794,1.000000,649,0,0.027772,0.030954,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,dp_prune,0.000000,212.625794,1.000000,28,36,0.010890,0.013020,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,approx,0.000000,212.625794,1.000000,26,38,0.019126,0.027920,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,approx,0.020000,212.625794,1.000000,26,38,0.018865,0.018934,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,approx,0.050000,212.625794,1.000000,26,38,0.018785,0.018841,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,approx,0.100000,212.625794,1.000000,23,38,0.018735,0.018804,1
instances/k08_sparse_tight_s4.txt,8,sparse,tight,4,212.6258,approx,0.200000,212.625794,1.000000,20,40,0.018686,0.018928,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,brute,0.000000,78.063070,1.000000,3628800,0,64.935507,68.393042,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,dp,0.000000,78.063070,1.000000,5059,0,0.341253,0.382629,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,dp_par,0.000000,78.063070,1.000000,5059,0,0.163749,0.246336,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,dp_prune,0.000000,78.063070,1.000000,3963,943,0.578981,0.616047,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,approx,0.000000,78.063070,1.000000,3643,1216,0.589881,0.642871,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,approx,0.020000,78.063070,1.000000,3349,1439,0.532984,0.571056,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,approx,0.050000,78.063070,1.000000,2851,1660,0.419370,0.462989,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,approx,0.100000,78.063070,1.000000,1854,1798,0.311597,0.332959,1
instances/k10_uniform_loose_s0.txt,10,uniform,loose,0,78.0631,approx,0.200000,80.861989,1.035854,438,1218,0.144232,0.158088,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,brute,0.000000,68.692619,1.000000,3628800,0,55.560941,58.763764,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,dp,0.000000,68.692619,1.000000,4999,0,0.306287,0.333083,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,dp_par,0.000000,68.692619,1.000000,4999,0,0.162496,0.207140,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,dp_prune,0.000000,68.692619,1.000000,2778,1325,0.398831,0.437653,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,approx,0.000000,68.692619,1.000000,1945,1530,0.354017,0.400817,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,approx,0.020000,68.692619,1.000000,1582,1368,0.303642,0.317630,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,approx,0.050000,68.692619,1.000000,1233,968,0.242186,0.254798,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,approx,0.100000,68.692619,1.000000,1002,692,0.195859,0.211460,1
instances/k10_uniform_loose_s1.txt,10,uniform,loose,1,68.6926,approx,0.200000,68.692619,1.000000,417,745,0.132880,0.152990,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,brute,0.000000,76.459467,1.000000,3628800,0,64.328784,65.061104,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,dp,0.000000,76.459467,1.000000,4756,0,0.277653,0.301336,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,dp_par,0.000000,76.459467,1.000000,4756,0,0.165191,0.207104,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,dp_prune,0.000000,76.459467,1.000000,2272,1007,0.349749,0.395357,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,approx,0.000000,76.459467,1.000000,2207,1057,0.375488,0.406089,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,approx,0.020000,76.459467,1.000000,1987,1198,0.345781,0.369088,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,approx,0.050000,76.459467,1.000000,1569,1340,0.304474,0.332769,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,approx,0.100000,76.459467,1.000000,985,1185,0.240443,0.270113,1
instances/k10_uniform_loose_s2.txt,10,uniform,loose,2,76.4595,approx,0.200000,80.415970,1.051746,329,826,0.103985,0.129794,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,brute,0.000000,68.321143,1.000001,3628800,0,34.023585,35.806587,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,dp,0.000000,68.321143,1.000001,3726,0,0.234041,0.256563,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,dp_par,0.000000,68.321143,1.000001,3726,0,0.146426,0.174789,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,dp_prune,0.000000,68.321143,1.000001,463,57,0.089418,0.110382,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,approx,0.000000,68.321143,1.000001,116,201,0.077827,0.099007,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,approx,0.020000,68.321143,1.000001,72,148,0.059021,0.063409,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,approx,0.050000,68.321143,1.000001,44,113,0.053481,0.066153,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,approx,0.100000,68.321143,1.000001,20,97,0.051818,0.052417,1
instances/k10_uniform_loose_s3.txt,10,uniform,loose,3,68.3211,approx,0.200000,68.321143,1.000001,6,43,0.049553,0.051850,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,brute,0.000000,66.664129,1.000000,3628800,0,44.043196,46.627459,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,dp,0.000000,66.664129,1.000000,4254,0,0.254049,0.293309,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,dp_par,0.000000,66.664129,1.000000,4254,0,0.126829,0.157002,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,dp_prune,0.000000,66.664129,1.000000,861,480,0.128292,0.149895,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,approx,0.000000,66.664129,1.000000,708,624,0.145865,0.163250,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,approx,0.020000,66.664129,1.000000,636,687,0.125045,0.139367,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,approx,0.050000,66.664129,1.000000,502,710,0.110228,0.126115,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,approx,0.100000,66.664129,1.000000,300,556,0.085441,0.097476,1
instances/k10_uniform_loose_s4.txt,10,uniform,loose,4,66.6641,approx,0.200000,66.664129,1.000000,121,410,0.065113,0.072399,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,brute,0.000000,106.934883,1.000000,3628800,0,30.114849,30.858384,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,dp,0.000000,106.934883,1.000000,2508,0,0.188936,0.220654,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,dp_par,0.000000,106.934883,1.000000,2508,0,0.166914,0.254071,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,dp_prune,0.000000,106.934883,1.000000,10,45,0.055594,0.074328,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,approx,0.000000,106.934883,1.000000,10,45,0.063620,0.086625,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,approx,0.020000,106.934883,1.000000,10,45,0.051176,0.065283,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,approx,0.050000,106.934883,1.000000,10,45,0.047931,0.048166,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,approx,0.100000,106.934883,1.000000,10,45,0.046528,0.047051,1
instances/k10_uniform_tight_s0.txt,10,uniform,tight,0,106.9349,approx,0.200000,106.934883,1.000000,8,46,0.045235,0.058775,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,brute,0.000000,113.989278,1.000000,3628800,0,32.686406,44.135248,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,dp,0.000000,113.989278,1.000000,2892,0,0.220735,0.256199,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,dp_par,0.000000,113.989278,1.000000,2892,0,0.143750,0.206044,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,dp_prune,0.000000,113.989278,1.000000,15,51,0.055114,0.061167,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,approx,0.000000,113.989278,1.000000,15,51,0.059633,0.074855,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,approx,0.020000,113.989278,1.000000,15,51,0.049042,0.052074,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,approx,0.050000,113.989278,1.000000,15,51,0.047239,0.055889,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,approx,0.100000,113.989278,1.000000,13,52,0.045707,0.046744,1
instances/k10_uniform_tight_s1.txt,10,uniform,tight,1,113.9893,approx,0.200000,123.206598,1.080861,10,52,0.044153,0.054679,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,brute,0.000000,87.464797,1.000000,3628800,0,36.410614,37.646811,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,dp,0.000000,87.464797,1.000000,3449,0,0.250772,0.298895,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,dp_par,0.000000,87.464797,1.000000,3449,0,0.163088,0.210857,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,dp_prune,0.000000,87.464797,1.000000,28,77,0.050395,0.059238,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,approx,0.000000,87.464797,1.000000,28,77,0.070623,0.085774,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,approx,0.020000,87.464797,1.000000,28,77,0.056407,0.059951,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,approx,0.050000,87.464797,1.000000,25,78,0.054703,0.057709,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,approx,0.100000,87.464797,1.000000,16,80,0.055975,0.071002,1
instances/k10_uniform_tight_s2.txt,10,uniform,tight,2,87.4648,approx,0.200000,87.464797,1.000000,13,80,0.056015,0.056354,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,brute,0.000000,80.085226,1.000000,3628800,0,36.885869,38.360211,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,dp,0.000000,80.085226,1.000000,3377,0,0.198113,0.220928,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,dp_par,0.000000,80.085226,1.000000,3377,0,0.151796,0.197390,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,dp_prune,0.000000,80.085226,1.000000,40,115,0.053320,0.071014,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,approx,0.000000,80.085226,1.000000,40,115,0.064542,0.074278,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,approx,0.020000,80.085226,1.000000,40,115,0.054834,0.057282,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,approx,0.050000,80.085226,1.000000,40,115,0.052139,0.062328,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,approx,0.100000,80.462797,1.004715,33,116,0.051698,0.051908,1
instances/k10_uniform_tight_s3.txt,10,uniform,tight,3,80.0852,approx,0.200000,80.982610,1.011206,27,121,0.050476,0.050980,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,brute,0.000000,126.028223,1.000000,3628800,0,31.269836,32.793876,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,dp,0.000000,126.028223,1.000000,2803,0,0.192322,0.216762,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,dp_par,0.000000,126.028223,1.000000,2803,0,0.168638,0.203684,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,dp_prune,0.000000,126.028223,1.000000,23,74,0.048121,0.067131,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,approx,0.000000,126.028223,1.000000,23,74,0.064872,0.079384,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,approx,0.020000,126.028223,1.000000,22,75,0.054823,0.056751,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,approx,0.050000,126.028223,1.000000,22,75,0.050395,0.051074,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,approx,0.100000,126.049965,1.000173,18,75,0.050395,0.064073,1
instances/k10_uniform_tight_s4.txt,10,uniform,tight,4,126.0282,approx,0.200000,126.578074,1.004363,15,75,0.048902,0.049395,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,brute,0.000000,34.328319,1.000001,3628800,0,63.058039,65.741950,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,dp,0.000000,34.328319,1.000001,5120,0,0.290397,0.319855,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,dp_par,0.000000,34.328319,1.000001,5120,0,0.156064,0.231127,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,dp_prune,0.000000,34.328319,1.000001,2630,1305,0.401156,0.430213,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,approx,0.000000,34.328319,1.000001,1746,1119,0.313691,0.349206,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,approx,0.020000,34.328319,1.000001,1056,991,0.223611,0.240026,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,approx,0.050000,34.328319,1.000001,549,770,0.151676,0.162617,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,approx,0.100000,34.328319,1.000001,253,454,0.098305,0.104934,1
instances/k10_clustered_loose_s0.txt,10,clustered,loose,0,34.3283,approx,0.200000,34.328319,1.000001,224,342,0.080973,0.093550,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,brute,0.000000,38.817967,0.999999,3628800,0,51.002861,51.850310,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,dp,0.000000,38.817967,0.999999,4657,0,0.275159,0.320247,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,dp_par,0.000000,38.817967,0.999999,4657,0,0.153440,0.188529,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,dp_prune,0.000000,38.817967,0.999999,1681,1000,0.270570,0.292455,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,approx,0.000000,38.817967,0.999999,1192,1473,0.269959,0.293086,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,approx,0.020000,38.817967,0.999999,942,1592,0.242998,0.253465,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,approx,0.050000,38.817967,0.999999,598,1184,0.180180,0.197236,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,approx,0.100000,38.817967,0.999999,218,347,0.091342,0.110292,1
instances/k10_clustered_loose_s1.txt,10,clustered,loose,1,38.818,approx,0.200000,38.817967,0.999999,62,237,0.066465,0.072821,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,brute,0.000000,45.924500,1.000000,3628800,0,78.614241,89.286144,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,dp,0.000000,45.924500,1.000000,5120,0,0.414451,0.447130,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,dp_par,0.000000,45.924500,1.000000,5120,0,0.150313,0.197278,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,dp_prune,0.000000,45.924500,1.000000,4970,150,0.672868,0.715871,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,approx,0.000000,45.924500,1.000000,3119,1402,0.408059,0.485192,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,approx,0.020000,45.924500,1.000000,1518,1276,0.291720,0.309043,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,approx,0.050000,45.924500,1.000000,398,673,0.128853,0.153493,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,approx,0.100000,45.924500,1.000000,224,342,0.083066,0.100535,1
instances/k10_clustered_loose_s2.txt,10,clustered,loose,2,45.9245,approx,0.200000,45.924500,1.000000,224,342,0.050034,0.054463,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,brute,0.000000,47.946085,1.000000,3628800,0,51.094695,60.270602,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,dp,0.000000,47.946085,1.000000,5099,0,0.293893,0.329895,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,dp_par,0.000000,47.946085,1.000000,5099,0,0.165763,0.215023,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,dp_prune,0.000000,47.946085,1.000000,3615,1452,0.474034,0.514668,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,approx,0.000000,47.946085,1.000000,3019,2048,0.464715,0.509159,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,approx,0.020000,47.946085,1.000000,2902,2165,0.453815,0.488202,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,approx,0.050000,47.946085,1.000000,2569,2201,0.374335,0.430303,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,approx,0.100000,47.946085,1.000000,987,1357,0.177144,0.202051,1
instances/k10_clustered_loose_s3.txt,10,clustered,loose,3,47.9461,approx,0.200000,47.946085,1.000000,224,342,0.066646,0.075600,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,brute,0.000000,39.207184,1.000000,3628800,0,61.522641,64.499691,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,dp,0.000000,39.207184,1.000000,5119,0,0.292331,0.347687,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,dp_par,0.000000,39.207184,1.000000,5119,0,0.169159,0.229839,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,dp_prune,0.000000,39.207184,1.000000,2693,1119,0.416034,0.461648,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,approx,0.000000,39.207184,1.000000,1996,1136,0.370899,0.403332,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,approx,0.020000,39.207184,1.000000,1099,1824,0.283504,0.305347,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,approx,0.050000,39.603657,1.010112,288,723,0.123984,0.142709,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,approx,0.100000,39.603657,1.010112,38,216,0.067087,0.089367,1
instances/k10_clustered_loose_s4.txt,10,clustered,loose,4,39.2072,approx,0.200000,39.603657,1.010112,0,10,0.054513,0.076168,1
instances/k10_clustered_tight_s0.txt,10,clustered,tight,0,73.6906,brute,0.000000,73.690636,1.000000,3628800,0,36.429639,37.208895,1
instances/k10_clustered_tight_s0.txt,10,clustered,tight,0,73.6906,dp,0.000000,73.690636,1.000000,3154,0,0.197081,0.232089,1
instances/k10_clustered_tight_s0.txt,10,clustered,tight,0,73.6906,dp_par,0.000000,73.690636,1.000000,3154,0,0.147969,0.180871,1
